name,index,place,begin,tip,tipblank,action,actionblank,row,column
shupeng03,35,18,1643424793603,1643424794519,1643424798468,1643424800058,1643424801123,3,8
shupeng03,36,32,1643424801123,1643424801875,1643424802844,1643424804860,1643424806314,5,2
shupeng03,37,26,1643424806314,1643424807377,1643424811779,1643424814402,1643424815829,4,6
shupeng03,38,12,1643424815829,1643424816365,1643424820727,1643424825511,1643424826626,2,2
shupeng03,39,9,1643424826626,1643424827611,1643424828443,1643424830028,1643424831563,1,9
shupeng03,40,59,1643424831563,1643424832626,1643424834336,1643424836244,1643424837480,9,9
shupeng03,41,48,1643424837480,1643424838601,1643424840632,1643424843232,1643424844772,8,8
shupeng03,42,1,1643424844772,1643424845545,1643424847696,1643424849068,1643424850646,0,1
shupeng03,43,28,1643424850646,1643424851962,1643424854394,1643424856279,1643424857579,4,8
shupeng03,44,53,1643424857579,1643424858248,1643424862187,1643424863811,1643424865218,8,3
shupeng03,45,38,1643424865218,1643424865905,1643424870313,1643424878713,1643424880413,6,8
shupeng03,46,29,1643424880413,1643424881059,1643424884418,1643424885906,1643424887274,4,9
shupeng03,47,24,1643424887274,1643424887853,1643424891486,1643424893502,1643424894505,4,4
shupeng03,48,4,1643424894505,1643424895957,1643424899958,1643424902029,1643424903998,0,4
shupeng03,49,13,1643424903998,1643424904598,1643424905627,1643424907228,1643424908913,2,3
shupeng03,50,30,1643424908913,1643424909962,1643424911888,1643424913592,1643424915434,5,0
shupeng03,51,25,1643424915434,1643424916434,1643424917663,1643424919805,1643424920806,4,5
shupeng03,52,45,1643424920807,1643424921710,1643424924680,1643424926848,1643424928059,7,5
shupeng03,53,22,1643424928059,1643424928578,1643424931083,1643424934504,1643424936137,3,2
shupeng03,54,35,1643424936137,1643424937350,1643424939494,1643424940952,1643424942162,5,5
shupeng03,55,31,1643424942162,1643424943116,1643424944068,1643424945929,1643424947514,5,1
shupeng03,56,34,1643424947514,1643424948532,1643424950297,1643424951946,1643424953349,5,4
shupeng03,57,10,1643424953349,1643424954844,1643424957314,1643424959196,1643424960429,1,0
shupeng03,58,58,1643424960429,1643424961729,1643424965279,1643424966819,1643424967846,9,8
shupeng03,59,47,1643424967846,1643424968572,1643424971608,1643424972950,1643424974842,7,7
,,,,,,,,0,0
shupeng04,0,27,1643425015790,1643425017194,1643425019482,1643425021080,1643425022866,4,7
shupeng04,1,12,1643425022866,1643425024045,1643425028292,1643425030580,1643425031701,2,2
shupeng04,2,23,1643425031701,1643425032818,1643425034766,1643425036534,1643425038298,3,3
shupeng04,3,26,1643425038298,1643425039253,1643425040881,1643425051962,1643425053564,4,6
shupeng04,4,44,1643425053564,1643425054465,1643425057063,1643425058585,1643425060459,7,4
shupeng04,5,29,1643425060459,1643425061235,1643425061737,1643425062944,1643425064699,4,9
shupeng04,6,55,1643425064699,1643425066031,1643425069805,1643425071180,1643425072449,9,5
shupeng04,7,25,1643425072449,1643425073301,1643425075222,1643425079036,1643425080872,4,5
shupeng04,8,32,1643425080872,1643425082217,1643425084858,1643425086511,1643425087738,5,2
shupeng04,9,11,1643425087738,1643425088491,1643425092319,1643425093695,1643425095591,1,1
shupeng04,10,13,1643425095591,1643425096800,1643425100381,1643425102048,1643425103534,2,3
shupeng04,11,47,1643425103534,1643425104422,1643425105314,1643425107229,1643425108814,7,7
shupeng04,12,9,1643425108814,1643425109443,1643425110970,1643425112468,1643425114289,1,9
shupeng04,13,31,1643425114289,1643425115165,1643425119208,1643425122007,1643425123597,5,1
shupeng04,14,37,1643425123597,1643425124440,1643425125415,1643425127558,1643425129369,6,7
shupeng04,15,21,1643425129369,1643425130789,1643425132244,1643425133870,1643425135732,3,1
shupeng04,16,52,1643425135732,1643425136786,1643425140432,1643425144166,1643425145294,8,2
shupeng04,17,1,1643425145294,1643425146425,1643425149034,1643425150811,1643425151986,0,1
shupeng04,18,48,1643425151986,1643425153126,1643425156988,1643425159008,1643425160979,8,8
shupeng04,19,43,1643425160979,1643425162165,1643425165052,1643425166615,1643425168488,7,3
shupeng04,20,15,1643425168488,1643425169783,1643425173106,1643425174854,1643425176064,2,5
shupeng04,21,14,1643425176064,1643425177555,1643425181396,1643425183061,1643425184965,2,4
shupeng04,22,6,1643425184965,1643425186327,1643425190743,1643425192813,1643425194295,1,6
shupeng04,23,20,1643425194295,1643425195097,1643425199031,1643425200525,1643425202081,3,0
shupeng04,24,5,1643425202081,1643425202861,1643425206060,1643425207554,1643425208614,0,5
shupeng04,25,46,1643425208614,1643425209610,1643425213046,1643425214508,1643425215781,7,6
shupeng04,26,57,1643425215781,1643425216726,1643425218970,1643425220592,1643425222033,9,7
shupeng04,27,30,1643425222033,1643425222714,1643425227003,1643425229746,1643425231290,5,0
shupeng04,28,56,1643425231290,1643425232729,1643425237045,1643425238739,1643425239856,9,6
shupeng04,29,8,1643425239856,1643425240770,1643425243588,1643425245179,1643425247104,1,8
shupeng04,30,18,1643425247105,1643425248504,1643425251085,1643425253130,1643425254847,3,8
shupeng04,31,49,1643425254847,1643425256139,1643425259616,1643425261795,1643425263015,8,9
shupeng04,32,36,1643425263015,1643425264084,1643425267331,1643425269044,1643425271003,6,6
shupeng04,33,54,1643425271003,1643425271504,1643425274850,1643425276592,1643425277805,9,4
shupeng04,34,59,1643425277805,1643425279200,1643425280316,1643425285874,1643425287345,9,9
shupeng04,35,4,1643425287345,1643425288034,1643425291553,1643425293264,1643425294492,0,4
shupeng04,36,58,1643425294492,1643425295749,1643425297650,1643425299155,1643425300241,9,8
shupeng04,37,22,1643425300241,1643425301240,1643425305386,1643425306848,1643425308640,3,2
shupeng04,38,24,1643425308640,1643425309191,1643425313092,1643425315080,1643425316572,4,4
shupeng04,39,19,1643425316572,1643425317436,1643425318581,1643425322775,1643425324128,3,9
shupeng04,40,42,1643425324128,1643425324905,1643425325853,1643425327604,1643425329098,7,2
shupeng04,41,35,1643425329099,1643425329694,1643425332649,1643425334440,1643425335649,5,5
shupeng04,42,28,1643425335649,1643425336156,1643425337448,1643425338847,1643425340544,4,8
shupeng04,43,53,1643425340544,1643425341617,1643425345534,1643425346714,1643425348424,8,3
shupeng04,44,0,1643425348424,1643425349599,1643425354031,1643425355547,1643425356865,0,0
shupeng04,45,16,1643425356865,1643425358109,1643425359916,1643425365130,1643425366737,2,6
shupeng04,46,45,1643425366737,1643425367543,1643425369046,1643425370898,1643425372748,7,5
shupeng04,47,38,1643425372748,1643425373484,1643425374048,1643425377445,1643425379360,6,8
shupeng04,48,7,1643425379360,1643425380296,1643425380957,1643425382397,1643425383860,1,7
shupeng04,49,33,1643425383860,1643425384513,1643425387416,1643425389443,1643425391394,5,3
shupeng04,50,51,1643425391394,1643425392856,1643425397013,1643425398957,1643425400058,8,1
shupeng04,51,50,1643425400058,1643425401510,1643425405183,1643425416487,1643425417932,8,0
shupeng04,52,17,1643425417932,1643425418540,1643425422948,1643425423981,1643425425260,2,7
shupeng04,53,41,1643425425260,1643425426391,1643425429342,1643425430259,1643425431420,6,1
shupeng04,54,40,1643425431420,1643425432576,1643425433140,1643425434697,1643425436684,6,0
shupeng04,55,2,1643425436684,1643425438006,1643425440942,1643425443225,1643425445010,0,2
shupeng04,56,34,1643425445010,1643425446238,1643425447581,1643425448953,1643425450763,5,4
shupeng04,57,3,1643425450763,1643425451720,1643425453452,1643425454791,1643425456381,0,3
shupeng04,58,39,1643425456381,1643425457118,1643425460483,1643425462869,1643425464724,6,9
shupeng04,59,10,1643425464724,1643425465699,1643425469701,1643425471470,1643425472941,1,0
,,,,,,,,0,0
wenwen01,0,52,1643425556756,1643425558070,1643425560006,1643425562411,1643425564191,8,2
wenwen01,1,0,1643425564191,1643425565042,1643425566946,1643425568733,1643425569939,0,0
wenwen01,2,15,1643425569939,1643425570940,1643425573298,1643425574639,1643425576460,2,5
wenwen01,3,53,1643425576460,1643425577563,1643425578604,1643425579969,1643425581704,8,3
wenwen01,4,19,1643425581704,1643425583154,1643425584576,1643425586145,1643425587613,3,9
wenwen01,5,11,1643425587613,1643425588284,1643425590298,1643425593177,1643425594204,1,1
wenwen01,6,55,1643425594204,1643425595677,1643425596623,1643425598486,1643425600214,9,5
wenwen01,7,23,1643425600214,1643425601519,1643425603781,1643425605820,1643425607131,3,3
wenwen01,8,16,1643425607131,1643425608028,1643425610460,1643425612848,1643425613894,2,6
wenwen01,9,21,1643425613894,1643425615391,1643425618902,1643425620474,1643425622412,3,1
wenwen01,10,18,1643425622412,1643425623729,1643425624554,1643425626103,1643425627316,3,8
wenwen01,11,35,1643425627316,1643425628044,1643425630448,1643425632016,1643425633179,5,5
wenwen01,12,46,1643425633179,1643425634222,1643425635495,1643425639559,1643425640981,7,6
wenwen01,13,54,1643425640981,1643425641646,1643425644525,1643425646738,1643425648080,9,4
wenwen01,14,50,1643425648080,1643425649525,1643425653376,1643425659570,1643425660570,8,0
wenwen01,15,12,1643425660570,1643425661733,1643425662648,1643425664950,1643425666437,2,2
wenwen01,16,14,1643425666437,1643425667150,1643425670618,1643425671806,1643425673446,2,4
wenwen01,17,4,1643425673446,1643425674393,1643425677002,1643425679750,1643425681483,0,4
wenwen01,18,39,1643425681483,1643425682875,1643425685923,1643425687959,1643425689623,6,9
wenwen01,19,58,1643425689623,1643425690532,1643425693791,1643425696030,1643425697456,9,8
wenwen01,20,42,1643425697456,1643425698258,1643425701767,1643425703144,1643425704265,7,2
wenwen01,21,48,1643425704266,1643425704977,1643425705906,1643425708834,1643425710336,8,8
wenwen01,22,36,1643425710336,1643425710913,1643425714656,1643425716413,1643425718070,6,6
wenwen01,23,26,1643425718070,1643425719364,1643425722576,1643425724098,1643425725745,4,6
wenwen01,24,13,1643425725745,1643425726459,1643425727904,1643425729372,1643425730640,2,3
wenwen01,25,51,1643425730640,1643425731627,1643425734756,1643425735870,1643425737559,8,1
wenwen01,26,1,1643425737559,1643425738813,1643425742006,1643425743385,1643425744832,0,1
wenwen01,27,20,1643425744832,1643425745978,1643425747290,1643425749074,1643425750490,3,0
wenwen01,28,38,1643425750490,1643425751924,1643425752908,1643425753967,1643425755031,6,8
wenwen01,29,7,1643425755031,1643425755602,1643425756534,1643425758722,1643425760451,1,7
wenwen01,30,49,1643425760451,1643425761865,1643425763021,1643425765735,1643425767263,8,9
wenwen01,31,29,1643425767263,1643425768694,1643425770355,1643425772064,1643425773516,4,9
wenwen01,32,2,1643425773516,1643425774660,1643425778076,1643425779840,1643425781770,0,2
wenwen01,33,31,1643425781770,1643425782368,1643425784670,1643425785767,1643425787160,5,1
wenwen01,34,40,1643425787160,1643425788079,1643425789117,1643425790195,1643425791822,6,0
wenwen01,35,47,1643425791822,1643425793207,1643425794013,1643425795371,1643425797137,7,7
wenwen01,36,32,1643425797137,1643425798264,1643425801705,1643425802769,1643425804560,5,2
wenwen01,37,41,1643425804560,1643425805315,1643425807957,1643425809019,1643425810935,6,1
wenwen01,38,8,1643425810935,1643425812096,1643425813903,1643425814872,1643425816039,1,8
wenwen01,39,56,1643425816039,1643425816597,1643425820759,1643425823043,1643425824101,9,6
wenwen01,40,33,1643425824101,1643425825580,1643425827540,1643425828781,1643425830440,5,3
wenwen01,41,27,1643425830440,1643425831267,1643425833062,1643425834434,1643425836059,4,7
wenwen01,42,37,1643425836059,1643425836575,1643425839281,1643425844811,1643425846400,6,7
wenwen01,43,5,1643425846400,1643425847693,1643425848345,1643425850369,1643425852226,0,5
wenwen01,44,45,1643425852226,1643425853720,1643425854890,1643425856832,1643425858368,7,5
wenwen01,45,34,1643425858368,1643425859005,1643425861384,1643425862666,1643425864076,5,4
wenwen01,46,10,1643425864076,1643425864930,1643425867195,1643425869341,1643425870623,1,0
wenwen01,47,30,1643425870623,1643425871392,1643425875638,1643425876907,1643425878850,5,0
wenwen01,48,9,1643425878850,1643425880281,1643425883589,1643425885712,1643425886982,1,9
wenwen01,49,43,1643425886982,1643425888072,1643425890000,1643425892270,1643425893548,7,3
wenwen01,50,25,1643425893548,1643425894757,1643425897622,1643425899670,1643425900769,4,5
wenwen01,51,24,1643425900769,1643425902046,1643425906033,1643425907747,1643425909389,4,4
wenwen01,52,3,1643425909389,1643425910170,1643425913788,1643425915150,1643425917134,0,3
wenwen01,53,44,1643425917134,1643425917947,1643425921089,1643425922678,1643425923815,7,4
wenwen01,54,6,1643425923815,1643425924946,1643425927816,1643425928955,1643425930118,1,6
wenwen01,55,59,1643425930118,1643425931253,1643425933370,1643425934745,1643425936494,9,9
wenwen01,56,22,1643425936494,1643425937205,1643425940477,1643425941908,1643425943108,3,2
wenwen01,57,17,1643425943108,1643425944161,1643425946681,1643425948538,1643425949586,2,7
wenwen01,58,28,1643425949586,1643425950739,1643425952468,1643425954323,1643425955788,4,8
wenwen01,59,57,1643425955788,1643425956334,1643425958144,1643425960532,1643425962525,9,7
,,,,,,,,0,0
wuwenwen02,0,34,1643425988783,1643425989484,1643425992914,1643425994838,1643425996837,5,4
wuwenwen02,1,49,1643425996837,1643425997787,1643426002026,1643426004307,1643426005666,8,9
wuwenwen02,2,51,1643426005666,1643426006579,1643426008754,1643426011170,1643426012917,8,1
wuwenwen02,3,57,1643426012917,1643426013923,1643426017967,1643426019912,1643426021766,9,7
wuwenwen02,4,28,1643426021766,1643426023205,1643426024180,1643426026145,1643426027727,4,8
wuwenwen02,5,13,1643426027727,1643426028657,1643426033111,1643426035595,1643426036975,2,3
wuwenwen02,6,3,1643426036975,1643426037581,1643426041507,1643426043799,1643426044883,0,3
wuwenwen02,7,21,1643426044883,1643426045401,1643426047709,1643426049788,1643426051702,3,1
wuwenwen02,8,48,1643426051703,1643426052438,1643426053417,1643426055809,1643426057168,8,8
wuwenwen02,9,50,1643426057168,1643426057736,1643426058559,1643426060706,1643426062666,8,0
wuwenwen02,10,53,1643426062666,1643426063170,1643426067603,1643426070219,1643426071292,8,3
wuwenwen02,11,10,1643426071292,1643426072687,1643426073238,1643426076388,1643426078004,1,0
wuwenwen02,12,14,1643426078004,1643426078906,1643426079636,1643426081350,1643426083236,2,4
wuwenwen02,13,31,1643426083236,1643426084466,1643426086732,1643426088420,1643426089489,5,1
wuwenwen02,14,44,1643426089489,1643426090166,1643426094363,1643426097879,1643426099112,7,4
wuwenwen02,15,35,1643426099112,1643426100008,1643426101340,1643426103385,1643426104867,5,5
wuwenwen02,16,59,1643426104867,1643426106197,1643426108298,1643426110279,1643426111763,9,9
wuwenwen02,17,16,1643426111763,1643426112529,1643426113716,1643426116096,1643426118007,2,6
wuwenwen02,18,20,1643426118007,1643426118562,1643426120011,1643426122641,1643426124058,3,0
wuwenwen02,19,33,1643426124058,1643426125458,1643426126291,1643426128277,1643426129916,5,3
wuwenwen02,20,54,1643426129916,1643426131012,1643426135289,1643426137252,1643426138522,9,4
wuwenwen02,21,37,1643426138522,1643426139216,1643426143586,1643426146326,1643426147750,6,7
wuwenwen02,22,36,1643426147750,1643426148404,1643426151495,1643426153932,1643426155204,6,6
wuwenwen02,23,27,1643426155204,1643426155937,1643426156692,1643426157910,1643426159665,4,7
wuwenwen02,24,12,1643426159665,1643426160580,1643426163527,1643426165176,1643426166722,2,2
wuwenwen02,25,9,1643426166722,1643426167662,1643426170553,1643426172085,1643426173896,1,9
wuwenwen02,26,52,1643426173896,1643426175390,1643426177950,1643426179113,1643426180713,8,2
wuwenwen02,27,38,1643426180713,1643426181857,1643426183422,1643426184968,1643426186507,6,8
wuwenwen02,28,22,1643426186507,1643426187758,1643426190724,1643426193462,1643426195199,3,2
wuwenwen02,29,39,1643426195199,1643426196073,1643426197930,1643426199538,1643426200743,6,9
wuwenwen02,30,40,1643426200743,1643426201315,1643426204328,1643426205993,1643426207592,6,0
wuwenwen02,31,26,1643426207592,1643426208791,1643426212993,1643426215409,1643426216920,4,6
wuwenwen02,32,43,1643426216920,1643426217483,1643426220765,1643426222520,1643426224285,7,3
wuwenwen02,33,30,1643426224285,1643426225110,1643426226129,1643426228102,1643426229499,5,0
wuwenwen02,34,55,1643426229499,1643426230341,1643426232710,1643426234766,1643426236428,9,5
wuwenwen02,35,46,1643426236428,1643426237884,1643426242173,1643426244286,1643426245896,7,6
wuwenwen02,36,47,1643426245896,1643426247347,1643426251125,1643426255467,1643426256654,7,7
wuwenwen02,37,1,1643426256654,1643426257178,1643426260356,1643426261966,1643426263370,0,1
wuwenwen02,38,4,1643426263370,1643426264021,1643426264649,1643426267018,1643426268191,0,4
wuwenwen02,39,19,1643426268191,1643426268823,1643426270780,1643426272395,1643426274231,3,9
wuwenwen02,40,42,1643426274231,1643426275359,1643426276075,1643426279225,1643426280797,7,2
wuwenwen02,41,0,1643426280797,1643426282084,1643426282935,1643426285895,1643426287150,0,0
wuwenwen02,42,18,1643426287150,1643426287912,1643426290142,1643426292356,1643426293619,3,8
wuwenwen02,43,17,1643426293619,1643426294762,1643426297723,1643426301922,1643426303053,2,7
wuwenwen02,44,7,1643426303053,1643426304047,1643426308135,1643426311923,1643426313481,1,7
wuwenwen02,45,41,1643426313481,1643426314535,1643426318271,1643426322731,1643426324038,6,1
wuwenwen02,46,6,1643426324038,1643426325221,1643426328103,1643426329354,1643426330435,1,6
wuwenwen02,47,29,1643426330435,1643426331914,1643426334204,1643426335554,1643426337409,4,9
wuwenwen02,48,24,1643426337409,1643426338505,1643426339190,1643426345749,1643426347010,4,4
wuwenwen02,49,25,1643426347010,1643426348255,1643426349768,1643426351385,1643426352511,4,5
wuwenwen02,50,5,1643426352511,1643426353592,1643426355618,1643426357409,1643426359241,0,5
wuwenwen02,51,23,1643426359241,1643426360475,1643426363875,1643426367668,1643426368815,3,3
wuwenwen02,52,32,1643426368815,1643426369469,1643426373245,1643426375650,1643426376772,5,2
wuwenwen02,53,11,1643426376772,1643426378107,1643426380943,1643426383543,1643426384606,1,1
wuwenwen02,54,45,1643426384606,1643426385915,1643426389857,1643426391537,1643426392972,7,5
wuwenwen02,55,58,1643426392972,1643426394038,1643426395403,1643426398733,1643426400627,9,8
wuwenwen02,56,56,1643426400627,1643426401138,1643426404657,1643426407136,1643426408593,9,6
wuwenwen02,57,8,1643426408593,1643426409553,1643426411308,1643426412867,1643426414134,1,8
wuwenwen02,58,2,1643426414134,1643426414637,1643426418812,1643426420272,1643426421359,0,2
wuwenwen02,59,15,1643426421359,1643426422009,1643426425513,1643426426789,1643426427917,2,5
,,,,,,,,0,0
wuwenwen03,0,8,1643426624527,1643426625804,1643426629546,1643426630796,1643426632476,1,8
wuwenwen03,1,19,1643426632476,1643426633729,1643426637016,1643426638186,1643426639783,3,9
wuwenwen03,2,42,1643426639783,1643426640367,1643426643305,1643426645308,1643426647193,7,2
wuwenwen03,3,2,1643426647193,1643426647893,1643426651102,1643426653510,1643426655213,0,2
wuwenwen03,4,57,1643426655213,1643426656391,1643426660721,1643426664530,1643426665641,9,7
wuwenwen03,5,30,1643426665642,1643426666423,1643426669959,1643426672274,1643426674008,5,0
wuwenwen03,6,14,1643426674008,1643426674973,1643426678720,1643426681770,1643426683338,2,4
wuwenwen03,7,45,1643426683338,1643426684024,1643426688228,1643426690791,1643426692336,7,5
wuwenwen03,8,12,1643426692336,1643426693412,1643426695783,1643426699903,1643426701620,2,2
wuwenwen03,9,36,1643426701620,1643426703066,1643426704471,1643426706467,1643426708452,6,6
wuwenwen03,10,47,1643426708452,1643426709635,1643426711306,1643426715057,1643426716299,7,7
wuwenwen03,11,43,1643426716299,1643426717021,1643426718272,1643426720809,1643426722570,7,3
wuwenwen03,12,7,1643426722570,1643426723871,1643426724875,1643426727473,1643426729382,1,7
wuwenwen03,13,33,1643426729382,1643426730161,1643426730918,1643426732604,1643426733774,5,3
wuwenwen03,14,39,1643426733774,1643426735046,1643426736477,1643426738344,1643426739970,6,9
wuwenwen03,15,35,1643426739970,1643426740481,1643426741240,1643426743150,1643426744771,5,5
wuwenwen03,16,3,1643426744771,1643426746070,1643426749415,1643426751346,1643426753217,0,3
wuwenwen03,17,22,1643426753217,1643426754120,1643426756345,1643426758309,1643426759489,3,2
wuwenwen03,18,10,1643426759489,1643426760936,1643426764979,1643426767479,1643426769123,1,0
wuwenwen03,19,13,1643426769123,1643426770261,1643426774493,1643426775895,1643426777003,2,3
wuwenwen03,20,29,1643426777004,1643426777596,1643426780114,1643426781406,1643426782857,4,9
wuwenwen03,21,25,1643426782857,1643426784047,1643426785316,1643426787295,1643426789194,4,5
wuwenwen03,22,46,1643426789194,1643426789748,1643426792294,1643426793776,1643426794833,7,6
wuwenwen03,23,28,1643426794833,1643426795416,1643426799351,1643426801367,1643426802891,4,8
wuwenwen03,24,11,1643426802892,1643426804267,1643426807773,1643426810184,1643426811326,1,1
wuwenwen03,25,34,1643426811326,1643426812423,1643426813760,1643426815747,1643426817082,5,4
wuwenwen03,26,55,1643426817082,1643426817915,1643426820956,1643426822430,1643426824253,9,5
wuwenwen03,27,41,1643426824253,1643426825151,1643426828903,1643426831092,1643426832331,6,1
wuwenwen03,28,49,1643426832331,1643426833716,1643426835907,1643426837806,1643426839689,8,9
wuwenwen03,29,56,1643426839689,1643426840208,1643426842163,1643426844031,1643426845441,9,6
wuwenwen03,30,54,1643426845441,1643426846933,1643426851431,1643426853377,1643426855265,9,4
wuwenwen03,31,21,1643426855265,1643426855896,1643426857792,1643426860232,1643426861886,3,1
wuwenwen03,32,40,1643426861886,1643426862566,1643426865562,1643426867628,1643426869237,6,0
wuwenwen03,33,5,1643426869237,1643426870595,1643426874322,1643426876333,1643426877785,0,5
wuwenwen03,34,26,1643426877785,1643426878301,1643426882728,1643426884270,1643426885906,4,6
wuwenwen03,35,31,1643426885907,1643426886444,1643426887448,1643426889769,1643426891622,5,1
wuwenwen03,36,23,1643426891622,1643426893079,1643426896478,1643426898996,1643426900029,3,3
wuwenwen03,37,53,1643426900029,1643426901365,1643426902439,1643426904062,1643426905236,8,3
wuwenwen03,38,50,1643426905236,1643426906735,1643426909834,1643426912431,1643426914028,8,0
wuwenwen03,39,44,1643426914028,1643426914881,1643426915959,1643426918420,1643426919817,7,4
wuwenwen03,40,27,1643426919817,1643426920548,1643426924347,1643426926090,1643426927180,4,7
wuwenwen03,41,16,1643426927180,1643426928297,1643426931435,1643426933532,1643426934876,2,6
wuwenwen03,42,24,1643426934876,1643426935783,1643426936309,1643426937868,1643426939649,4,4
wuwenwen03,43,4,1643426939649,1643426940499,1643426943265,1643426945801,1643426947345,0,4
wuwenwen03,44,0,1643426947345,1643426948684,1643426951444,1643426953340,1643426954819,0,0
wuwenwen03,45,15,1643426954819,1643426956253,1643426956889,1643426958294,1643426959427,2,5
wuwenwen03,46,59,1643426959427,1643426960353,1643426961044,1643426963174,1643426965025,9,9
wuwenwen03,47,37,1643426965025,1643426966009,1643426968812,1643426971159,1643426973072,6,7
wuwenwen03,48,48,1643426973072,1643426974511,1643426977716,1643426981686,1643426983181,8,8
wuwenwen03,49,1,1643426983181,1643426983918,1643426985168,1643426989368,1643426991332,0,1
wuwenwen03,50,9,1643426991332,1643426992071,1643426992709,1643426996363,1643426997919,1,9
wuwenwen03,51,6,1643426997919,1643426998855,1643427002105,1643427004276,1643427005542,1,6
wuwenwen03,52,17,1643427005542,1643427006136,1643427010343,1643427013642,1643427015108,2,7
wuwenwen03,53,38,1643427015108,1643427016402,1643427019441,1643427021048,1643427022444,6,8
wuwenwen03,54,58,1643427022444,1643427023817,1643427024684,1643427026633,1643427027957,9,8
wuwenwen03,55,52,1643427027957,1643427029296,1643427030085,1643427031411,1643427032708,8,2
wuwenwen03,56,18,1643427032708,1643427033648,1643427035900,1643427038120,1643427039187,3,8
wuwenwen03,57,51,1643427039187,1643427039762,1643427043990,1643427046295,1643427047771,8,1
wuwenwen03,58,32,1643427047771,1643427048635,1643427049439,1643427053791,1643427055369,5,2
wuwenwen03,59,20,1643427055369,1643427056106,1643427060596,1643427063810,1643427065705,3,0
,,,,,,,,0,0
wuwenwen04,0,42,1643427084276,1643427085018,1643427086573,1643427088828,1643427090605,7,2
wuwenwen04,1,47,1643427090605,1643427091579,1643427095709,1643427098310,1643427100203,7,7
wuwenwen04,2,43,1643427100203,1643427101004,1643427104363,1643427111169,1643427113122,7,3
wuwenwen04,3,44,1643427113122,1643427114326,1643427116930,1643427119359,1643427121054,7,4
wuwenwen04,4,37,1643427121054,1643427121647,1643427123369,1643427125098,1643427126222,6,7
wuwenwen04,5,36,1643427126222,1643427127174,1643427128780,1643427132140,1643427134108,6,6
wuwenwen04,6,58,1643427134108,1643427134635,1643427135453,1643427137331,1643427139164,9,8
